kauza	datum	medium	titulek	strana	rubrika	autor	delka
dluhopisy	16.02.2017	iHNed.cz	Ve třetím pilíři systému penzí loni ubylo 100 tisíc lidí, oznámilo ministerstvo financí	00		ČTK, lek	2537
dluhopisy	16.02.2017	iHNed.cz	Banky jsou jen ochutnávka. Sobotka slibuje po volbách revoluci v daňové progresi	00		Veronika Neprašová	2904
dluhopisy	16.02.2017	iHNed.cz	Mládkova novela na zkrocení operátorů obsahuje paragraf, který omezuje práva zákazníků. Zmrazí ceny, varuje ČTÚ	00		Jakub Zelenka	3743
dluhopisy	16.02.2017	zpravy.iDNES.cz	Evropská unie funguje a roste, řekl v Rozstřelu ministr Zaorálek	00	Zprávy / Domácí	iDNES.cz	3788
dluhopisy	16.02.2017	info.cz	3 důležité věci, které se dějí v Česku právě teď	00	Česko	kris	1989
dluhopisy	16.02.2017	Hospodářské noviny	Estébácké postupy, říká šéf ČT	03	Události	Filip Rožánek	4841
dluhopisy	15.02.2017	zpravy.rozhlas.cz	Kdo bude generálním ředitelem České televize? Rozhodne se 26. dubna	00	domaci	ČTK	2183
dluhopisy	15.02.2017	info.cz	3 důležité věci z Česka, které byste dnes měli vědět	00	Česko	kris	2006
dluhopisy	15.02.2017	lidovky.cz	Bude Dvořák znovu ředitelem ČT? Výběrové řízení proběhne již v dubnu	00	Lidovky / Média	ČTK	3624
dluhopisy	15.02.2017	info.cz	Babiš drtí průzkumy. Vítězství ve volbách ale jisté nemá	00	Česko	Vratislav Dostál	8862
dluhopisy	15.02.2017	info.cz	Jistá výhra Babiše? Tvrdit to devět měsíců před volbami je jako věštit, říká sociolog Daniel Prokop	00	Česko	Vratislav Dostál	12525
dluhopisy	15.02.2017	lidovky.cz	Rada ČT bude jednat o volbě nového ředitele i Babišových stížnostech	00	Lidovky / Média	ČTK	2035
dluhopisy	15.02.2017	lidovky.cz	Článek v MfD je podle šéfa ČT lživý a účelový, Mafra na něm trvá	00	Lidovky / Média	ČTK	2191
dluhopisy	15.02.2017	zpravy.iDNES.cz	Rada bude šéfa ČT volit na konci dubna, Babišovy stížnosti neřešila	00	Zprávy / Domácí	iDNES.cz, Václav Ferebauer	3484
dluhopisy	15.02.2017	info.cz	Česká televize a MF Dnes na ostří nože. „Článek v novinách je lživý,“ odráží kritiku ředitel Dvořák	00	Česko	ČTK,lup	3329
dluhopisy	14.02.2017	Hospodářské noviny	Babiš naráží s plánem zdanit i své dluhopisy	05	Události	Martin Ťopek	5691
dluhopisy	14.02.2017	Právo	Babiš rozdává peníze z dluhopisů, milión korun poslal roční Nině	04	Zpravodajství	(rsk)	906
dluhopisy	14.02.2017	info.cz	Kalousek: Babiš je podvodník, finanční správa zapomíná na své povinnosti	00	Česko	Blesk.cz	3149
dluhopisy	14.02.2017	info.cz	Babiš má strach a chová se jak malé dítě chycené s kradenou čokoládou! Komentář Jiřího X. Doležala	00	Názory	Jiří X. Doležal (Reflex)	3389
dluhopisy	14.02.2017	zpravy.rozhlas.cz	Finanční úřady s daňovými kontrolami vyčkávají. Dostávají přitom stovky podnětů	00	ekonomika	Kristýna Novotná	5407
dluhopisy	14.02.2017	Hospodářské noviny	PROČ ZA VŠECHNO MŮŽE KALOUSEK A CO Z TOHO BABIŠ MÁ	09	Názory	Petr Honzejk	4527
dluhopisy	14.02.2017	zpravy.rozhlas.cz	ČSSD navrhuje speciální daň pro banky. Mají se podílet na financování veřejného sektoru	00	domaci	ČTK	2194
dluhopisy	14.02.2017	zpravy.rozhlas.cz	Banky by kvůli korporátní dani mohly propouštět, tvrdí Niedermayer	00	domaci	Vladimír Kroc	3724
dluhopisy	14.02.2017	Mladá fronta DNES	Fórum čtenářů	08	Názory		1662
dluhopisy	13.02.2017	Lidové noviny	Babiš: Zdaňme i starší korunové dluhopisy	02	Domov	čtk	1009
dluhopisy	13.02.2017	Mladá fronta DNES	Babiš chce zdanit výnosy z dluhopisů	02	Z domova	(iDNES.cz)	624
dluhopisy	13.02.2017	Hospodářské noviny	Babiš pro zdanění výnosů z korunových dluhopisů	12	Podniky a trhy		412
dluhopisy	13.02.2017	Právo	Babiš chce zdanit korunové dluhopisy. Doplatily by na to tisíce	01	Titulní strana	Karolina Brožová	3581
dluhopisy	13.02.2017	Hospodářské noviny	NÁZORY	08	Názory		1176
dluhopisy	13.02.2017	zpravy.rozhlas.cz	Ve sněmovně zasahovali chemici. Kalouskovi přišla obálka s neznámým práškem	00	domaci	ČTK, dp	2369
dluhopisy	13.02.2017	iHNed.cz	Přečká podle vás ministr Andrej Babiš svoji dluhopisovou aféru bez úhony?	00		Jan Kubita	4626
dluhopisy	13.02.2017	novinky.cz	Očima Saši Mitrofanova: O… však víte co	00	Komentáře	Alexandr Mitrofanov	2606
dluhopisy	12.02.2017	zpravy.iDNES.cz	Babiš navrhne zdanění výnosů z dluhopisů, ze kterých sám daně neplatil	00	Zprávy / Domácí	iDNES.cz, Jan Wirnitzer	4437
dluhopisy	12.02.2017	lidovky.cz	Babiš navrhne zdanění výnosů z korunových dluhopisů. Změna má platit od roku 2018	00	Lidovky / Firmy a trhy	ČTK	2857
dluhopisy	12.02.2017	zpravy.rozhlas.cz	Babiš navrhne zdanění výnosů z korunových dluhopisů. 52 milionů z těch svých dá na charitu	00	ekonomika	ČTK	3376
dluhopisy	12.02.2017	novinky.cz	Dluhopisy jsem koupil, protože jsem podnikatel. Babiš hodinu vysvětloval nákup	00	Domácí	Petr Jemelka	2040
dluhopisy	12.02.2017	info.cz	Babiš v defenzivě: Navrhne danění korunových dluhopisů. Miliony, které z nich má, dá na charitu	00	Česko	ČTK,lup	2776
dluhopisy	12.02.2017	aktualne.cz	Babišovy dluhopisy byly jasný daňový trik, řekl Sobotka. Jen jsem využil chyby Kalouska, tvrdí Babiš	00	Politika	Domácí, ČTK	3683
dluhopisy	12.02.2017	info.cz	Babiš proti všem: V televizi silnými výroky nešetřil. Koho posílal do vězení?	00	Česko	Jakub Veinlich (Blesk.cz)	4174
dluhopisy	12.02.2017	zpravy.rozhlas.cz	Babiš ke zprávě Freedom House: Nejsme populisté ani hrozba pro českou demokracii	00	domaci	Petra Holinková	4619
dluhopisy	12.02.2017	novinky.cz	Chovanec: Nepodpořit Sobotku by byla sebevražda	00	Domácí	Karolina Brožová	9026
dluhopisy	12.02.2017	novinky.cz	Sobotka: V Babišově chování vidím pokrytectví	00	Domácí	kab	2228
dluhopisy	11.02.2017	lidovky.cz	Babiš slíbil, že do 3. března ukáže výsledky dvou auditů i potvrzení z banky	00	Zprávy / Domov	Lidovky.cz	1840
dluhopisy	11.02.2017	novinky.cz	Babiš: výsledek auditů zveřejním do 3. března	00	Domácí	rsk	1787
dluhopisy	11.02.2017	Právo	Chovanec: Nepodpořit Sobotku by bylo sebevražedné	01	Titulní strana	Karolina Brožová	14114
dluhopisy	11.02.2017	Právo	Státní dluh se loni snížil o téměř 60 miliard	18	Trhy &amp; ekonomika	Jiří Vavroň	2829
dluhopisy	10.02.2017	zpravy.rozhlas.cz	Státní dluh je nejnižší od roku 2011, na každého Čecha připadá 153 000 korun	00	ekonomika	ČTK	3152
dluhopisy	10.02.2017	lidovky.cz	Každý Čech dluží 153 tisíc korun. Státní dluh se loni snížil téměř o 60 miliard	00	Lidovky / Státní pokladna	ČTK	2988
dluhopisy	10.02.2017	Lidové noviny	Reportéři ČT pobouřili Babiše, podal stížnost	14	Ekonomika	čtk	1165
dluhopisy	10.02.2017	zpravy.rozhlas.cz	Stal se z poradce náměstek kvůli televizní debatě? Nesmysl, tvrdí ministerstvo průmyslu	00	domaci	Anna Kottová	1934
dluhopisy	10.02.2017	Hospodářské noviny	ČT kritizuje Babiše. Vyházet tu pakáž!	08	Názory	Petr Honzejk	2684
dluhopisy	10.02.2017	novinky.cz	POLEMIKA: Kulidakisova mentální pohoda – Andrej Babiš	00	Komentáře	Andrej Babiš, ministr financí a předseda hnutí ANO	3768
dluhopisy	10.02.2017	aktualne.cz	Mám právo si na Českou televizi stěžovat, dlouhodobě mě poškozuje, hájí Babiš svůj podnět Radě ČT	00	Domácí	Radek Bartoníček	4262
dluhopisy	10.02.2017	novinky.cz	Státní dluh klesl o 60 miliard. Na jednoho Čecha vychází 153 tisíc	00	Ekonomika	tov	1219
dluhopisy	10.02.2017	Hospodářské noviny	RADĚJI BEZ ZEMANA	10	Rozhovor	Martin Biben, Lukáš Prchal	12351
dluhopisy	09.02.2017	zpravy.iDNES.cz	Potrestejte autory reportáže o nákupu dluhopisů, vyzval Babiš Radu ČT	00	Zprávy / Domácí	ČTK	3477
dluhopisy	09.02.2017	lidovky.cz	Chtěli mne skandalizovat. Babiš podal stížnost Radě ČT kvůli reportážím o dluhopisech	00	Zprávy / Domov	ČTK	3717
dluhopisy	09.02.2017	zpravy.rozhlas.cz	Babiš žádá postih redaktorů České televize kvůli reportážím o nákupu dluhopisů	00	domaci	ČTK	2466
dluhopisy	09.02.2017	info.cz	„Jsou neobjektivní.“ Babiš si na 14 stránkách stěžuje na novináře z České televize a žádá postihy	00	Česko	ČTK,kris	2273
dluhopisy	09.02.2017	Lidové noviny	Dobře utajený kat korunových dluhopisů	03	Domov	KATEŘINA KOLÁŘOVÁ	3740
dluhopisy	09.02.2017	info.cz	3 důležité věci z domova, které se dějí právě teď	00	Česko	kris	1575
dluhopisy	09.02.2017	lidovky.cz	Horáčkovi budou v boji o Hrad radit ‚jaderná baba‘ Drábová i cyklista König	00	Zprávy / Domov	ČTK	2576
dluhopisy	09.02.2017	iHNed.cz	Komentář Petra Honzejka: Vyhoďte tu zkorumpovanou pakáž!	00		Petr Honzejk	4739
dluhopisy	09.02.2017	zpravy.rozhlas.cz	Kandidát na prezidenta Horáček představil poradce. Pomáhat mu bude Vašáryová, Reichel i Drábová	00	domaci	ČTK	2676
dluhopisy	09.02.2017	iHNed.cz	Kandidát na prezidenta Horáček představil tým dvanácti poradců. Jsou v něm Drábová, Vášáryová i cyklista König	00		ČTK, ia	4869
dluhopisy	09.02.2017	novinky.cz	Babiš ve stížnosti Radě ČT žádal hlavy reportérů, pak couvl	00	Domácí	Barbora Zpěváčková	2647
dluhopisy	09.02.2017	iHNed.cz	Babiš podal stížnost na Českou televizi. Mstí se mi a znevažuje mě, tvrdí	00		mrk, riz, ČTK	2637
dluhopisy	09.02.2017	aktualne.cz	ČT se mstí za moje výroky, chce mě dehonestovat, píše Babiš ve stížnosti. Televize chce vidět důkazy	00	Domácí	Radek Dragoun	4266
dluhopisy	08.02.2017	info.cz	Proč Babiše za ty dluhopisy nestíhají? Komentář Jiřího X. Doležala	00	Názory	Jiří X. Doležal (Reflex)	3384
dluhopisy	08.02.2017	zpravy.iDNES.cz	Babišovi vadí vulgarismy politiků ČSSD. Nemám co měnit, řekl Sobotka	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	2518
dluhopisy	08.02.2017	zpravy.iDNES.cz	Fiala drsně vrátil Babišovi jeho slova o české politice jakožto Palermu	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	2948
dluhopisy	08.02.2017	novinky.cz	KOMENTÁŘ: Babišova česká pohoda a Fillonův francouzský pád – Thomas Kulidakis	00	Komentáře	Thomas Kulidakis	3042
dluhopisy	07.02.2017	info.cz	Finty Andreje Babiše: Ošulit, oklamat a využít. Glosa Karla Steigerwalda	00	Názory	Karel Steigerwald (Reflex)	1659
dluhopisy	07.02.2017	Mladá fronta DNES	Jak může Sobotka někoho kritizovat?	10	Názory	— František Urban, Olomouc	705
dluhopisy	07.02.2017	novinky.cz	Hologram místo živého politika. Na mladší voliče dobrý trik	00	Domácí	Karolina Brožová, Jan Martinek	4685
dluhopisy	07.02.2017	Právo	Hologram místo živého politika. Na mladší voliče dobrý trik	02	Zpravodajství	Jan Martinek, Karolina Brožová	4725
dluhopisy	05.02.2017	zpravy.rozhlas.cz	V centru Prahy demonstrovaly desítky lidí. 'Sorry jako,' vzkázali Babišovi	00	domaci	ČTK	2662
dluhopisy	05.02.2017	zpravy.iDNES.cz	Ojeb je jeho druhé jméno, prohlásil o Babišovi ministr Chvojka	00	Zprávy / Domácí	iDNES.cz, Čeněk Třeček, ČTK	3631
dluhopisy	05.02.2017	aktualne.cz	Doložte "pakáž", nebo odstupte. Desítky lidí přišly v Praze demonstrovat proti Babišovým výrokům	00	Domácí	ČTK	2481
dluhopisy	05.02.2017	lidovky.cz	Lidé protestovali proti Babišovým výrokům o ‚zkorumpované pakáži‘	00	Zprávy / Domov	ČTK	2351
dluhopisy	05.02.2017	novinky.cz	Lidé v Praze demonstrovali proti Babišovým výrokům	00	Domácí		2515
dluhopisy	05.02.2017	zpravy.rozhlas.cz	Kariéra právníka ho už nebavila, tak se z něj stal hobit. Žije v noře	00	svet	Lukáš Řezník	2191
dluhopisy	05.02.2017	zpravy.rozhlas.cz	Dvanáct příběhů, 10 000 snímků. Fotograf bez talentu uměním upozorňuje na problémy společnosti	00	vytvarno	Dominika Píhová	5988
dluhopisy	04.02.2017	Lidové noviny	Sobotka zaútočil přes Facebook na Babiše	04	Domov	čtk	924
dluhopisy	04.02.2017	Právo	Sobotka „trumpovsky“ přitvrdil proti šéfovi ANO	02	Zpravodajství	(bja, Novinky.cz)	2264
dluhopisy	04.02.2017	zpravy.iDNES.cz	Chovanec: Sobotka začal mluvit slovníkem Babiše, víc dělat nemůžeme	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	2189
dluhopisy	04.02.2017	Mladá fronta DNES	„Ojebal stát,“ zaútočil premiér na šéfa ANO	02	Z domova	Jan Wirnitzer	1464
dluhopisy	04.02.2017	zpravy.rozhlas.cz	Inventura Babišových výroků: Vydělal jsem 1,5 miliardy čistého. A pak ještě miliardu padesát	00	domaci	Kristýna Novotná	4499
dluhopisy	04.02.2017	Právo	Boj na krev	06	Publicistika	Alexandr Mitrofanov	2153
dluhopisy	04.02.2017	Právo	Pozor na vidle	06	Publicistika	Lukáš Jelínek	2867
dluhopisy	04.02.2017	zpravy.rozhlas.cz	Lyžování se může pořádně prodražit. Na co si dát v cizině pozor za volantem?	00	ekonomika	Matěj Skalický	2838
dluhopisy	04.02.2017	Lidové noviny	Ošidit a osouložit	10	Komentáře	PETR KAMBERSKÝ	2846
dluhopisy	03.02.2017	novinky.cz	Babiš použil korunové dluhopisy, aby důkladně oj...l stát, napsal Sobotka	00	Domácí	bja	2111
dluhopisy	03.02.2017	iHNed.cz	Porušil Andrej Babiš při transakci s dluhopisy Agrofertu zákon? Projděte si hlavní otázky a odpovědi	00		Marek Miler	642
dluhopisy	03.02.2017	iHNed.cz	Sobotka se ostře opřel do Babiše. Využil dluhopisy, aby "ojebal" český stát, napsal na Facebooku	00		Barbora Němcová	2742
dluhopisy	03.02.2017	aktualne.cz	Sobotka: Babiš využil dluhopisy, aby oje*al český stát. Nikdy takhle nemluvil, diví se šéf ANO	00	Domácí	Barbora Němcová	1943
dluhopisy	03.02.2017	lidovky.cz	Sobotka jako Trump. Babiš podle něj využil dluhopisy, aby oje*** český stát	00	Zprávy / Domov	Lidovky.cz, Šárka Kabátová	3998
dluhopisy	03.02.2017	info.cz	„Ojebal český stát,“ napsal premiér o Babišovi. Kvůli dluhopisům Agrofertu jsou na nože	00	Česko	abe,ČTK	2254
dluhopisy	03.02.2017	zpravy.iDNES.cz	Babiš  oje*al stát na dluhopisech, zaútočil premiér. Je to lež, opáčil šéf ANO	00	Zprávy / Domácí	iDNES.cz, Jan Wirnitzer	3606
dluhopisy	03.02.2017	Hospodářské noviny	VŠE O BABIŠOVÝCH DLUHOPISECH	04	události	Marek Miler	9084
dluhopisy	03.02.2017	info.cz	„Ojebal český stát!“ Sobotka se pustil do Babiše. Komentář Marka Stoniše	00	Názory	Marek Stoniš (Reflex)	1368
dluhopisy	03.02.2017	Hospodářské noviny	Doufejme, že nás premiér z vlády neodvolá, vtipkuje Babiš. Koalice přes ostré výpady drží	05	události	Kateřina Frouzová, Radek Bartoníček	3402
dluhopisy	03.02.2017	info.cz	3 důležité věci, které se v Česku dějí právě teď	00	Česko	Info.cz,luš	1965
dluhopisy	03.02.2017	iHNed.cz	Bývalého šéfa hradního protokolu Forejta zaměstná Klaus ve svém institutu. Nastoupit by měl už příští týden	00		Lukáš Prchal	2333
dluhopisy	03.02.2017	iHNed.cz	Češi si v lednu koupili o pětinu více aut. Škoda Auto ztrácí podíl na trhu	00		Ondřej Běhal	2339
dluhopisy	03.02.2017	lidovky.cz	Zprávy dne podle editora: Sobotka je mužem, namyšlení lékárníci a zlaté řemeslo	00	Zprávy / Domov	Lidovky.cz, Jiří Šťastný	6691
dluhopisy	03.02.2017	iHNed.cz	Komunisté chtějí obnovit trestný čin příživnictví. Trestem může být i půlroční vězení	00		Barbora Němcová	2073
dluhopisy	03.02.2017	novinky.cz	Sobotkův jadrný výraz spustil na sociálních sítích lavinu humoru	00	Domácí		2729
dluhopisy	03.02.2017	Mladá fronta DNES	Sorry jako, ale tohle Babiš v pohodě ustojí	10	Názory		3357
dluhopisy	03.02.2017	info.cz	Babiš aneb Lžu, ale letím vzhůru. Komentář Bohumila Pečinky	00	Názory	Bohumil Pečinka (Reflex)	2917
dluhopisy	03.02.2017	Právo	Kupky a džbán	06	Publicistika	Lukáš Jelínek	2223
dluhopisy	03.02.2017	novinky.cz	KOMENTÁŘ: Sobotka není Trump. Jen tak promluvil - Thomas Kulidakis	00	Komentáře	Thomas Kulidakis	3931
dluhopisy	02.02.2017	Lidové noviny	Babiš a dluhopisy: finta, či nutný kapitál?	02	Domov	KATEŘINA KOLÁŘOVÁ ONDŘEJ KOUTNÍK	4880
dluhopisy	02.02.2017	lidovky.cz	Přehledně Babiš a dluhopisy: finta, či nutný kapitál?	00	Zprávy / Domov	Lidové noviny, Ondřej Koutník, Česká pozice, Kateřina	4993
dluhopisy	02.02.2017	iHNed.cz	Sobotka: Moje příjmy jsou transparentní, Babiš odvrací pozornost od svých problémů s dluhopisy Agrofertu	00		ČTK	3095
dluhopisy	02.02.2017	zpravy.iDNES.cz	Do zdi nemluvím, sorry jako, řekl Kalousek. Babiš mu vytkl díru v zákoně	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	3886
dluhopisy	02.02.2017	Hospodářské noviny	ANDREJ BABIŠ SI PLETE OPRÁTKU	09	Názory	David Klimeš	4478
dluhopisy	02.02.2017	lidovky.cz	Sobotka: Moje příjmy jsou transparentní, Babiš jen odvrací pozornost	00	Zprávy / Domov	ČTK	2354
dluhopisy	02.02.2017	Právo	STEM: Babišovi spor o příjmy moc neublížil	02	Zpravodajství	(zr, ČTK)	885
dluhopisy	02.02.2017	zpravy.iDNES.cz	Babiš žádá, ať Sobotka doloží, jak koupil byt a kolik vydělal u Pokorného	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	4528
dluhopisy	02.02.2017	info.cz	Ztrácí Babiš nervy? Už kritizuje i vlastní média	00	Česko	kris,Info.cz	3550
dluhopisy	02.02.2017	iHNed.cz	Babiš se má omluvit za výroky k vyšetřovací komisi, rozhodla sněmovna a vyzvala vládu k omezení pravomocí státních zástupců	00		ČTK, lou	4565
dluhopisy	02.02.2017	Právo	Pakáž	06	Publicistika	Josef Koukal	2488
dluhopisy	02.02.2017	Právo	Zeman chce audity i od dalších politiků	02	Zpravodajství	(rsk, ČTK)	1945
dluhopisy	02.02.2017	Mladá fronta DNES	Já své příjmy ukázal, teď ať se svléknou ostatní	09	Rozhovor	Zuzana Kubátová, Jitka Vlková	9369
dluhopisy	02.02.2017	Mladá fronta DNES	Nechám odtajnit své daňové údaje, říká Babiš	01	Titulní strana	(kuz, jvl)	1236
dluhopisy	02.02.2017	novinky.cz	Sněmovna vyzvala Babiše, aby se omluvil za výroky o komisi. Neudělám to, vzkázal poslancům	00	Domácí	Barbora Zpěváčková, Barbora Janáková	17590
dluhopisy	01.02.2017	Hospodářské noviny	Babiš má říct, kde vzal na dluhopisy	03	Události	Jakub Zelenka, Lukáš Werner	2792
dluhopisy	01.02.2017	zpravy.iDNES.cz	Kalousek tvrdí, že Babišovy dluhopisy šidí rozpočet. Výsměch, opáčil šéf ANO	00	Zprávy / Domácí	iDNES.cz, Josef Kopecký	3567
dluhopisy	01.02.2017	lidovky.cz	STEM: Babiš zůstává nejpopulárnějším politikem, příznivce získal Stropnický	00	Zprávy / Domov	ČTK	2583
dluhopisy	01.02.2017	info.cz	Nejpopulárnější ministři? Andrej Babiš si drží první místo, Chvojku a Ludvíka lidi neznají	00	Česko		2622
dluhopisy	01.02.2017	lidovky.cz	Babiš nechá udělat audity svých příjmů, reportérům ČT se neomluví	00	Zprávy / Domov	ČTK	2396
dluhopisy	01.02.2017	iHNed.cz	Babišovi mírně ubyli příznivci, stále ale zůstává nejoblíbenějším politikem, ukázal průzkum	00		ČTK, riz	3426
dluhopisy	01.02.2017	zpravy.rozhlas.cz	Nejpopulárnější čeští politici? Babiš, Stropnický a Sobotka, vyplývá z průzkumu STEM	00	domaci	ČTK	3780
dluhopisy	01.02.2017	Právo	Sobotka se pustil do Babiše kvůli příjmům	02	Zpravodajství		4127
dluhopisy	01.02.2017	zpravy.iDNES.cz	Babiš zadá audity svých příjmů, za urážky novinářů ČT se neomluví	00	Zprávy / Domácí	iDNES.cz, ČTK	2513
dluhopisy	01.02.2017	aktualne.cz	Babišovi pomohl k milionům Kalouskův zákon. Nebyla chyba to zavést, říká šéf TOP 09	00	Domácí	Kateřina Frouzová, Jakub Zelenka	3330
dluhopisy	01.02.2017	iHNed.cz	Babišovi pomohl k milionům Kalouskův zákon. Měla zasáhnout finanční správa, říká šéf TOP 09	00		Kateřina Frouzová, Jakub Zelenka	3889
dluhopisy	01.02.2017	aktualne.cz	Babiš stále drží první místo v žebříčku obliby politiků, aféra s dluhopisy mu neuškodila	00	Domácí	ČTK	1946
dluhopisy	01.02.2017	Mladá fronta DNES	Babišův příjem je už věc veřejná	09	Názory	Zuzana Kubátová	3169
dluhopisy	01.02.2017	zpravy.iDNES.cz	Zeman podá podnět k Ústavnímu soudu, nelíbí se mu „lex Babiš“	00	Zprávy / Domácí	iDNES.cz, Zdeňka Trachtová, ČTK	2415
dluhopisy	01.02.2017	zpravy.iDNES.cz	Stropnický a Chovanec získávají na oblibě, ukázal průzkum	00	Zprávy / Domácí	iDNES.cz, Václav Ferebauer	1891
